timestamp,mids
2025-08-28 13:07:57.952647,{}
2025-08-28 13:07:58.609826,{}
2025-08-28 13:07:59.527807,{}
2025-08-28 13:08:01.154795,{}
2025-08-28 13:08:01.490022,{}
2025-08-28 13:08:02.598112,{}
2025-08-28 13:08:03.902946,{}
2025-08-28 13:08:05.012868,{}
2025-08-28 13:08:06.269809,{}
2025-08-28 13:08:06.923156,{}
2025-08-28 13:08:08.058408,{}
2025-08-28 13:08:09.320332,{}
2025-08-28 13:08:10.952860,{}
2025-08-28 13:08:11.687238,{}
2025-08-28 13:08:12.573726,{}
2025-08-28 13:08:13.912171,{}
